location,state,latitude,longitude,date,rainfall_mm,prev_24h_rainfall_mm,prev_48h_rainfall_mm,river_level_m,soil_moisture_percent,terrain_elevation_m,distance_to_river_km,drainage_capacity_percent,historical_flood_count,population_density,urban_area_percent,water_depth_m,population_affected,economic_loss_million,severity_level,risk_score
Allahabad,Uttar Pradesh,25.506337,81.798169,2025-04-13,107.9,39.6,52.17,4.34,36.95,53.41,0.25,13.32,4,864,63.24,1.07,128,0.68,Medium,42.95
Delhi,Delhi,28.680116,77.082376,2024-08-27,91.13,46.66,67.62,2.86,23.55,54.0,2.11,89.32,3,569,64.1,0.34,172,0.17,Low,25.0
Gwalior,Madhya Pradesh,26.284139,78.101105,2024-06-09,56.7,29.2,38.36,2.97,22.78,25.66,0.47,84.76,1,860,94.58,0.15,155,0.05,Low,30.74
Kolkata,West Bengal,22.661948,88.384953,2023-08-23,99.61,37.93,43.23,6.01,55.88,278.51,0.83,58.91,3,490,56.47,1.64,171,0.65,Medium,35.25
Kota,Rajasthan,25.24228,75.794659,2024-02-04,29.75,12.24,17.59,3.97,13.86,88.52,0.8,76.74,2,2027,70.81,0.63,621,1.18,Low,14.39
Kota,Rajasthan,25.266049,75.796907,2024-11-29,103.92,46.42,52.44,8.31,27.21,147.49,0.89,37.23,3,14512,79.38,2.02,11132,106.01,Medium,44.72
Jodhpur,Rajasthan,26.229799,72.959934,2024-06-11,54.44,29.53,42.38,7.33,26.96,47.18,2.9,97.19,2,2051,68.69,2.18,1506,4.82,Medium,39.54
Thiruvananthapuram,Kerala,8.621072,77.027383,2024-09-26,53.46,24.42,30.27,8.42,32.53,9.38,0.41,65.28,2,1062,59.2,1.15,270,1.24,Medium,44.4
Visakhapatnam,Andhra Pradesh,17.676086,83.160191,2025-04-08,236.31,160.79,183.58,5.95,73.93,99.99,0.32,52.95,4,17978,64.33,3.25,11839,102.41,High,73.63
Kanpur,Uttar Pradesh,26.46859,80.371681,2023-12-08,98.4,41.89,62.26,4.54,43.69,161.16,0.93,59.46,3,7519,79.92,1.99,5700,11.99,Medium,38.97
Madurai,Tamil Nadu,9.829345,78.054466,2025-03-24,102.64,65.97,74.8,3.96,45.79,343.25,2.43,74.58,2,1551,59.67,0.61,356,0.3,Low,27.03
Bangalore,Karnataka,12.888405,77.495182,2025-02-26,209.74,77.98,98.69,6.59,67.03,104.19,3.35,55.96,3,1337,85.78,3.41,939,9.39,High,60.73
Madurai,Tamil Nadu,9.870261,78.027534,2023-06-29,112.42,83.08,123.67,3.91,40.88,210.31,4.88,37.81,1,505,58.19,0.55,62,0.05,Low,23.88
Agra,Uttar Pradesh,27.137572,78.000754,2025-03-19,89.02,42.68,53.84,5.52,17.1,23.63,0.74,89.48,3,51,94.17,0.4,3,0.0,Low,31.87
Mumbai,Maharashtra,18.979825,72.831181,2023-08-07,176.03,67.28,91.82,5.13,51.64,19.43,0.56,75.04,3,11,46.78,3.99,9,0.06,High,58.38
Dhanbad,Jharkhand,23.868222,86.389875,2025-09-01,8.71,4.89,6.47,8.44,18.36,108.46,1.25,8.06,6,501,97.81,0.23,160,0.06,Low,21.4
Hubli,Karnataka,15.320837,75.141532,2024-08-16,39.66,20.94,30.46,1.11,27.93,324.56,5.51,93.15,3,33129,89.95,0.36,4298,6.68,Low,0.8
Rajkot,Gujarat,22.313749,70.866204,2023-09-06,137.68,60.02,88.8,6.75,44.66,48.67,0.12,58.56,0,9106,71.87,2.06,7334,32.42,High,55.35
Solapur,Maharashtra,17.573949,75.917837,2023-01-14,119.23,40.07,53.84,3.32,56.56,41.88,0.38,72.25,6,1083,80.3,1.25,357,0.91,Medium,46.16
Vasai,Maharashtra,19.48001,72.840216,2024-01-19,33.6,25.76,31.8,7.06,17.91,63.75,4.47,92.05,5,46460,82.49,0.14,10267,6.45,Low,20.95
Allahabad,Uttar Pradesh,25.423568,81.786635,2024-01-20,54.28,37.68,49.69,2.12,25.81,71.31,0.02,78.46,7,2391,35.42,0.63,352,0.65,Low,29.43
Hyderabad,Telangana,17.347598,78.479352,2023-03-08,104.37,70.98,80.59,4.66,43.76,89.58,0.79,57.59,7,148,59.31,0.94,58,0.09,Medium,46.15
Thiruvananthapuram,Kerala,8.479105,76.980928,2024-04-05,100.23,75.92,113.63,7.75,53.1,88.28,0.82,31.19,3,1539,95.6,1.61,288,1.91,Medium,49.26
Howrah,West Bengal,22.5516,88.20449,2024-02-25,102.35,68.57,83.42,6.35,49.39,185.4,1.75,52.07,2,1161,57.63,1.32,640,2.27,Medium,44.41
Jaipur,Rajasthan,26.953988,75.763894,2025-07-24,62.9,37.56,53.03,2.87,35.52,190.59,0.07,91.58,4,15914,87.09,1.16,4886,19.39,Low,25.84
Indore,Madhya Pradesh,22.660323,75.832007,2024-11-06,42.27,21.65,27.42,6.29,28.39,82.05,0.06,24.53,3,160,62.87,0.41,23,0.04,Low,22.64
Chandigarh,Chandigarh,30.782171,76.690387,2024-11-14,54.25,42.21,50.15,2.37,28.27,90.46,2.13,62.17,4,34,74.87,0.74,7,0.01,Low,19.41
Allahabad,Uttar Pradesh,25.428545,81.923965,2024-09-19,10.19,4.46,5.06,1.26,9.63,26.37,10.0,77.06,3,38366,73.17,1.05,5404,12.7,Low,14.86
Visakhapatnam,Andhra Pradesh,17.702009,83.136147,2024-10-09,138.9,67.27,84.12,1.39,55.98,92.15,0.37,60.39,4,126,62.01,1.64,84,0.43,Medium,42.52
Thiruvananthapuram,Kerala,8.49235,76.846243,2024-02-29,86.52,55.18,77.52,6.0,32.36,162.44,0.34,27.14,6,8545,43.09,0.91,2921,6.4,Low,34.3
Vijayawada,Andhra Pradesh,16.600148,80.684226,2024-03-26,31.28,12.44,18.25,5.05,7.17,29.02,0.16,89.54,4,394,63.76,0.21,94,0.08,Low,27.65
Nagpur,Maharashtra,21.068991,79.068556,2025-01-06,78.49,52.37,58.56,0.25,20.69,31.38,2.36,89.46,2,1528,59.03,1.16,271,1.52,Low,22.41
Surat,Gujarat,21.23076,72.736738,2024-11-26,28.42,17.81,22.24,8.6,37.46,219.85,1.44,73.05,1,15914,90.34,0.64,2742,6.93,Low,14.74
Srinagar,Jammu and Kashmir,34.059642,74.841973,2025-01-03,117.37,73.7,85.27,1.71,26.0,103.96,2.59,58.29,3,11416,48.43,0.17,2291,1.55,Low,31.37
Ahmedabad,Gujarat,23.038573,72.639734,2024-11-09,97.58,43.64,50.28,1.79,30.05,158.17,1.62,66.6,5,23,80.43,0.56,2,0.0,Low,24.81
Dhanbad,Jharkhand,23.733079,86.466086,2024-06-23,57.46,43.55,58.57,2.45,28.56,271.36,5.04,74.06,2,70,86.49,0.66,6,0.01,Low,12.3
Coimbatore,Tamil Nadu,10.93481,76.90052,2024-04-26,116.16,60.61,79.62,2.8,38.07,72.68,1.6,18.48,1,76,62.18,0.15,11,0.0,Low,33.3
Kanpur,Uttar Pradesh,26.447655,80.360635,2025-05-27,67.73,36.85,50.11,6.95,26.42,111.21,0.7,40.94,3,4095,29.25,0.52,1695,3.84,Low,30.81
Howrah,West Bengal,22.535249,88.209053,2025-04-28,20.98,6.78,8.44,3.04,16.98,34.78,1.37,35.01,5,209,68.99,0.26,33,0.01,Low,20.58
Srinagar,Jammu and Kashmir,34.051773,74.81249,2023-10-28,109.3,42.03,56.14,8.95,40.75,91.57,1.67,75.08,2,407,71.89,0.98,230,0.95,Medium,51.67
Amritsar,Punjab,31.66249,74.93788,2023-04-29,34.23,13.21,18.93,1.67,30.26,151.35,3.46,88.75,3,3734,44.24,0.92,1540,4.9,Low,9.61
Agra,Uttar Pradesh,27.138536,78.093578,2023-06-12,36.99,22.77,29.6,13.08,32.37,104.76,4.17,82.62,3,583,85.34,0.56,66,0.06,Low,19.57
Howrah,West Bengal,22.6519,88.333077,2024-02-16,144.36,68.26,86.4,2.54,60.99,82.93,7.4,53.45,2,3221,61.72,0.93,234,0.27,Low,32.16
Thiruvananthapuram,Kerala,8.49605,76.937377,2024-06-10,120.05,38.14,51.49,5.23,38.83,34.39,0.02,43.49,2,429,92.47,1.71,88,0.19,Medium,41.55
Raipur,Chhattisgarh,21.204241,81.722332,2024-11-15,25.57,18.53,26.83,15.6,23.48,133.3,0.89,53.7,5,2330,74.25,1.72,507,1.23,Medium,40.45
Aurangabad,Maharashtra,19.856675,75.351204,2023-01-08,58.13,32.1,37.29,8.33,22.43,128.3,1.41,38.92,3,4894,26.43,0.18,912,0.69,Low,28.3
Allahabad,Uttar Pradesh,25.522252,81.813586,2024-12-17,98.83,58.68,87.58,3.3,41.77,110.28,0.33,62.76,2,3599,52.2,0.7,471,0.58,Low,26.6
Howrah,West Bengal,22.507642,88.353739,2025-07-05,147.41,84.77,108.11,3.04,48.82,144.09,0.92,82.93,5,4362,89.23,2.48,3026,30.59,Medium,43.3
Amritsar,Punjab,31.602241,74.960988,2024-10-10,70.84,33.29,42.18,6.07,40.0,100.32,2.62,50.81,2,3792,33.74,0.45,604,0.96,Low,24.36
Aurangabad,Maharashtra,19.791875,75.272916,2025-05-10,95.73,47.33,67.75,9.37,52.39,177.3,0.41,37.03,6,4330,53.64,1.15,1098,3.17,Medium,39.76
Kota,Rajasthan,25.201146,75.859904,2024-10-14,82.1,43.92,57.34,3.68,36.93,132.49,0.05,27.86,5,320,94.94,0.23,67,0.07,Low,24.5
Kanpur,Uttar Pradesh,26.452082,80.27873,2024-11-02,31.91,17.61,21.89,1.49,27.98,83.61,1.14,76.78,1,20460,75.92,0.45,3255,1.6,Low,10.11
Allahabad,Uttar Pradesh,25.37827,81.806974,2024-07-28,78.8,36.99,50.03,3.21,37.77,96.6,0.79,74.86,1,70,63.39,0.1,11,0.0,Low,24.11
Indore,Madhya Pradesh,22.756343,75.828127,2024-09-13,83.43,60.39,76.52,5.01,52.28,30.64,2.2,59.66,1,685,81.58,1.03,533,2.35,Medium,36.95
Howrah,West Bengal,22.687255,88.23533,2024-07-05,119.6,53.94,70.35,4.39,47.99,19.73,2.28,58.74,6,1103,68.34,2.17,228,1.25,Medium,45.96
Kalyan,Maharashtra,19.212246,73.111279,2025-08-25,155.53,105.25,135.66,6.78,55.21,176.69,2.12,29.21,3,47,89.09,1.99,15,0.09,Medium,48.92
Chennai,Tamil Nadu,13.163252,80.316043,2024-09-25,76.05,44.95,55.48,5.12,33.88,54.27,0.3,79.15,3,140,44.74,1.04,52,0.16,Low,30.59
Delhi,Delhi,28.636989,77.174161,2024-10-06,90.38,45.17,63.23,4.5,31.34,141.02,0.31,78.25,2,6935,97.53,0.44,1754,1.69,Low,30.57
Raipur,Chhattisgarh,21.228492,81.5566,2023-03-05,42.72,16.15,21.33,3.99,39.85,77.38,2.09,61.24,1,3684,45.04,0.85,1009,1.68,Low,15.38
Meerut,Uttar Pradesh,28.94168,77.678603,2024-04-24,41.74,30.07,34.82,6.04,14.41,112.69,1.84,77.57,4,3009,89.01,1.01,845,1.65,Low,17.02
Bareilly,Uttar Pradesh,28.275332,75.314668,2023-02-11,46.15,19.92,28.96,4.58,38.45,35.06,2.93,34.23,3,886,68.48,0.8,69,0.09,Low,19.5
Kalyan,Maharashtra,19.328234,73.039414,2023-07-16,199.95,101.55,128.8,3.51,50.84,88.78,1.77,34.04,4,204,65.64,2.24,103,0.64,Medium,51.92
Madurai,Tamil Nadu,9.836153,78.152898,2024-12-25,78.35,55.99,80.73,4.09,58.65,9.19,6.39,75.31,2,166,85.64,0.59,59,0.08,Low,31.56
Bhopal,Madhya Pradesh,23.248402,77.422272,2025-08-07,26.75,9.06,12.24,2.72,27.94,123.7,1.1,44.59,3,1296,59.05,0.94,256,0.55,Low,6.34
Surat,Gujarat,21.152589,72.77874,2023-08-21,87.66,65.87,83.12,7.65,42.17,101.36,0.49,30.99,2,6065,77.8,1.28,2455,7.51,Medium,42.38
Kota,Rajasthan,25.260394,75.866344,2025-07-26,102.66,56.55,79.67,5.09,59.34,129.42,1.46,97.87,4,2930,76.85,2.1,1466,5.29,Medium,42.57
Kalyan,Maharashtra,19.225941,73.208448,2023-01-20,244.46,76.31,92.14,6.27,68.91,35.77,3.06,91.5,3,74,45.79,2.72,23,0.14,High,73.62
Visakhapatnam,Andhra Pradesh,17.711046,83.253204,2024-08-28,108.37,38.77,54.6,4.37,38.51,190.56,0.75,28.21,3,6608,75.43,2.46,5499,20.27,Medium,37.75
Bhopal,Madhya Pradesh,23.264389,77.437996,2025-05-27,74.5,51.18,70.65,2.62,29.2,40.68,8.77,35.21,2,3839,78.79,1.09,936,4.72,Low,19.73
Kalyan,Maharashtra,19.194653,73.198497,2023-10-26,51.18,37.99,44.41,4.94,28.64,79.58,2.31,77.59,4,1660,80.25,0.47,308,0.33,Low,26.76
Chandigarh,Chandigarh,30.652468,76.789582,2024-03-28,63.99,26.22,37.19,2.79,50.88,71.24,1.81,58.87,4,674,80.31,0.35,30,0.03,Low,27.45
Varanasi,Uttar Pradesh,25.286462,83.072786,2023-02-02,116.12,69.71,86.97,3.58,52.78,69.28,5.92,69.82,0,2142,82.12,1.07,300,0.64,Low,28.5
Faridabad,Haryana,28.356641,77.258445,2024-02-04,51.93,16.72,20.55,13.63,45.94,54.87,1.81,63.94,3,431,70.28,2.0,115,0.34,Medium,43.41
Varanasi,Uttar Pradesh,25.389925,82.957025,2023-10-13,66.33,46.74,62.74,3.6,34.01,70.33,3.41,73.74,4,86,66.4,0.53,7,0.02,Low,16.64
Guwahati,Assam,26.21398,91.744812,2024-11-16,56.02,36.35,52.84,1.15,49.02,44.61,1.68,74.99,2,4334,64.71,0.25,320,0.16,Low,28.45
Vasai,Maharashtra,19.45963,72.773547,2023-08-13,51.67,20.94,25.16,4.16,18.38,128.42,3.22,45.95,5,613,88.38,0.96,94,0.24,Low,24.85
Delhi,Delhi,28.629187,77.058096,2024-11-12,94.87,56.66,72.29,2.21,20.91,56.24,3.4,98.38,3,843,68.39,0.22,190,0.11,Low,23.65
Chandigarh,Chandigarh,30.638674,76.831471,2025-04-10,34.24,12.49,17.9,9.41,11.93,87.77,4.37,96.79,2,759,54.28,0.12,71,0.02,Low,21.88
Rajkot,Gujarat,22.315898,70.804478,2024-03-02,231.7,116.95,143.69,6.52,72.3,136.62,0.1,35.61,4,161,93.5,3.88,167,0.71,High,65.9
Chennai,Tamil Nadu,13.182063,80.360366,2025-04-27,51.29,40.98,61.44,6.58,23.82,196.44,0.83,65.3,2,402,76.5,0.89,121,0.43,Low,26.83
Kalyan,Maharashtra,19.237772,73.079373,2025-08-30,46.77,15.94,20.07,3.37,26.17,93.98,2.12,63.33,6,466,84.88,0.86,87,0.27,Low,13.1
Mumbai,Maharashtra,19.070878,72.961271,2023-05-19,58.88,37.7,55.13,6.07,33.15,111.85,6.73,94.32,2,1153,73.93,0.88,99,0.21,Low,24.29
Agra,Uttar Pradesh,27.213461,78.077367,2023-05-22,83.4,28.75,41.59,4.12,25.72,82.49,3.56,50.83,6,2481,43.21,0.36,213,0.21,Low,29.65
Vadodara,Gujarat,22.314658,73.150185,2023-06-14,158.57,126.72,168.87,3.0,51.99,78.14,1.55,78.55,3,7308,96.82,1.52,5171,28.1,Medium,49.19
Faridabad,Haryana,28.406454,77.384034,2025-04-08,82.5,24.75,35.43,6.75,51.53,92.25,1.11,81.59,1,192,70.98,2.0,99,0.61,Medium,36.93
Bangalore,Karnataka,13.010662,77.543361,2023-03-18,63.97,50.25,58.28,1.85,33.25,26.9,0.45,40.67,1,1736,65.43,0.27,350,0.3,Low,28.97
Guwahati,Assam,26.117033,91.815189,2024-01-10,107.01,41.61,50.43,3.55,42.32,60.61,3.5,88.01,2,912,89.72,0.42,34,0.01,Low,33.66
Bhopal,Madhya Pradesh,23.159942,77.408587,2025-04-10,113.5,43.85,53.86,4.87,37.76,276.6,2.52,53.04,6,10106,92.02,0.44,4596,2.31,Low,27.1
Chandigarh,Chandigarh,30.800781,76.684088,2025-03-02,17.73,13.52,18.63,4.15,19.22,161.81,0.96,54.84,3,254,90.83,0.73,60,0.18,Low,19.98
Vasai,Maharashtra,19.519863,72.741478,2025-03-26,30.69,22.98,32.39,2.84,10.05,22.2,0.23,63.61,3,447,64.42,0.61,46,0.07,Low,15.36
Faridabad,Haryana,28.478479,77.409766,2025-02-07,84.93,63.68,70.37,1.21,45.3,33.33,2.18,27.74,4,236,63.21,1.17,19,0.02,Low,29.16
Dhanbad,Jharkhand,23.718479,86.482739,2023-10-01,51.73,38.18,51.31,1.72,37.97,34.99,1.38,76.27,0,1455,98.25,1.18,341,1.44,Low,27.53
Thiruvananthapuram,Kerala,8.567586,77.002086,2024-01-06,99.61,57.86,64.7,8.13,34.45,80.75,2.2,90.8,3,678,58.19,0.61,213,0.45,Low,30.14
Coimbatore,Tamil Nadu,11.037155,76.910588,2025-07-12,109.93,76.18,107.59,5.43,43.81,176.28,3.6,71.91,1,11321,91.17,0.81,8578,32.37,Medium,43.9
Thiruvananthapuram,Kerala,8.618101,77.023388,2025-05-01,150.14,101.17,117.46,2.58,55.62,88.9,1.75,62.32,4,2013,88.87,1.58,1192,5.97,Medium,47.89
Bangalore,Karnataka,12.973253,77.501152,2023-05-25,77.86,58.69,87.51,4.21,37.97,49.92,2.84,64.83,4,3528,48.21,1.05,1270,2.93,Low,25.11
Jaipur,Rajasthan,26.913803,75.814575,2023-06-23,78.58,30.43,37.99,0.49,66.84,189.81,3.19,27.09,2,489,54.68,0.66,122,0.32,Low,25.79
Chennai,Tamil Nadu,13.13275,80.205862,2023-01-22,81.22,43.61,48.3,3.71,49.6,67.9,3.75,43.88,2,107,54.92,0.55,22,0.03,Low,30.9
Jaipur,Rajasthan,26.931159,75.830533,2024-08-20,95.15,30.42,34.89,8.24,23.15,139.94,3.16,74.51,4,25891,91.84,0.74,4227,10.27,Low,26.51
Meerut,Uttar Pradesh,28.950967,77.695491,2024-08-24,136.65,70.28,77.43,2.03,59.01,144.91,2.48,21.11,3,657,44.08,0.45,196,0.33,Low,34.7
Jodhpur,Rajasthan,26.24533,73.069737,2025-03-25,54.4,16.88,23.53,3.84,30.7,191.41,2.78,50.62,3,31905,70.6,0.15,6353,2.48,Low,13.08
Hubli,Karnataka,15.343903,75.068362,2023-08-08,76.99,38.53,53.5,5.63,32.89,79.88,1.95,26.65,2,352,67.04,0.86,31,0.07,Low,33.94
Rajkot,Gujarat,22.262202,70.813861,2024-03-11,50.05,27.27,34.12,3.42,36.73,60.64,0.06,74.52,1,10361,63.17,0.99,3828,4.75,Low,31.96
Kochi,Kerala,10.030191,76.182804,2023-05-03,106.6,35.23,48.58,2.53,49.35,84.95,1.3,29.06,2,107,72.9,1.06,17,0.02,Medium,40.37
Varanasi,Uttar Pradesh,25.277973,82.980012,2024-12-20,72.06,22.24,33.18,3.88,32.93,102.52,1.87,73.53,1,2281,74.68,0.94,469,2.03,Low,16.84
Allahabad,Uttar Pradesh,25.533437,81.822819,2025-01-19,34.93,17.37,24.11,2.94,22.69,156.17,4.34,82.88,2,11126,67.74,0.88,5010,8.84,Low,0.0
Vijayawada,Andhra Pradesh,16.441826,80.57321,2023-04-15,73.52,24.12,30.8,1.77,37.01,18.23,1.43,85.42,4,1438,69.13,0.7,373,0.28,Low,24.34
Surat,Gujarat,21.102201,72.780608,2023-01-06,53.26,38.91,47.31,0.65,38.61,85.13,2.97,74.97,1,19798,74.37,0.15,2062,1.17,Low,17.67
Kalyan,Maharashtra,19.185806,73.150103,2023-08-07,69.19,38.39,49.95,2.85,16.32,64.3,10.0,85.88,1,18719,73.86,0.75,5478,4.99,Low,13.42
Howrah,West Bengal,22.521557,88.254148,2025-05-24,74.74,32.02,42.35,8.8,17.58,64.84,4.3,24.39,4,1609,88.05,0.18,227,0.2,Low,28.3
Jabalpur,Madhya Pradesh,23.155098,79.910434,2024-01-05,69.54,45.0,63.12,1.9,41.08,126.25,3.61,72.46,2,148,30.26,0.4,27,0.04,Low,26.22
Coimbatore,Tamil Nadu,11.027316,76.890781,2023-08-08,189.79,65.41,96.35,1.1,51.44,236.46,0.33,80.26,3,6419,62.21,1.72,3249,7.65,Medium,46.28
Kolkata,West Bengal,22.537283,88.409254,2024-03-08,60.35,19.16,23.77,4.44,26.69,235.23,0.75,76.5,5,314,70.53,1.08,101,0.51,Low,29.38
Jaipur,Rajasthan,26.988664,75.829832,2023-11-13,126.81,61.49,88.81,0.63,46.1,37.16,2.58,60.11,2,887,82.49,2.12,188,0.74,Medium,42.71
Hyderabad,Telangana,17.427838,78.429948,2024-12-01,144.04,90.76,131.47,3.46,51.81,289.71,1.56,88.66,3,2064,74.05,0.94,690,2.79,Low,27.21
Raipur,Chhattisgarh,21.181673,81.544953,2024-03-04,85.16,38.41,56.21,10.12,23.79,86.79,4.52,75.19,1,7007,86.97,0.2,1359,0.85,Low,30.91
Gwalior,Madhya Pradesh,26.1787,78.107978,2023-10-25,179.47,120.03,156.53,3.43,54.99,152.34,2.28,37.25,2,396,90.1,1.51,224,0.78,Medium,42.22
Varanasi,Uttar Pradesh,25.398978,82.972217,2024-07-02,178.32,75.39,102.49,7.89,46.56,29.39,0.79,80.18,5,930,63.35,2.63,226,0.66,High,71.96
Howrah,West Bengal,22.52301,88.348098,2023-12-11,141.83,88.13,110.78,3.26,47.13,305.22,0.13,59.84,2,6759,51.84,0.19,463,0.27,Low,33.96
Chandigarh,Chandigarh,30.677763,76.689634,2025-02-13,120.24,60.7,88.25,3.56,27.71,24.61,0.3,64.29,3,2160,62.37,1.55,789,6.02,Medium,42.07
Raipur,Chhattisgarh,21.311872,81.718184,2023-11-08,26.58,19.07,26.25,2.13,21.73,126.34,5.95,62.89,4,465,63.06,0.46,75,0.15,Low,8.67
Varanasi,Uttar Pradesh,25.299712,83.065225,2024-05-17,130.49,89.43,112.24,3.89,45.14,83.33,2.78,31.08,2,12554,64.76,1.73,4566,29.97,Medium,37.6
Madurai,Tamil Nadu,9.838855,78.057114,2023-07-08,60.91,19.31,23.84,4.72,30.55,79.83,5.0,74.02,6,49,83.9,0.44,14,0.01,Low,19.28
Aurangabad,Maharashtra,19.924916,75.348858,2024-12-02,53.29,31.9,47.21,0.72,32.42,26.17,0.1,36.62,4,356,63.76,0.76,63,0.05,Low,33.17
Solapur,Maharashtra,17.643787,75.895033,2024-01-14,38.86,27.79,40.53,5.27,30.55,205.93,0.82,69.41,3,2177,50.6,0.15,224,0.04,Low,18.33
Ranchi,Jharkhand,23.388449,85.318826,2024-10-12,130.39,94.83,131.11,4.55,37.79,98.97,1.11,22.93,5,24111,57.89,1.29,6266,17.71,Medium,40.84
Ranchi,Jharkhand,23.417132,85.284054,2024-02-25,119.57,51.91,70.96,2.15,54.18,56.89,9.74,53.87,5,1578,83.12,0.28,390,0.25,Low,29.98
Vasai,Maharashtra,19.538861,72.796489,2023-11-02,127.37,39.56,49.68,2.24,45.0,135.36,0.13,67.6,2,1553,49.62,1.09,319,0.76,Low,34.29
Kanpur,Uttar Pradesh,26.480568,80.392264,2024-01-11,105.77,50.96,69.62,4.59,35.66,41.01,5.52,92.8,3,7345,80.16,1.34,2736,13.23,Medium,39.0
Bareilly,Uttar Pradesh,28.383212,75.440319,2024-05-13,36.97,25.42,33.56,5.01,34.94,75.2,3.1,59.78,4,3272,43.15,0.39,662,1.09,Low,20.86
Indore,Madhya Pradesh,22.688687,75.850716,2023-12-31,123.02,44.78,51.77,12.74,40.61,156.74,4.59,71.55,5,50000,81.81,2.13,11586,121.88,Medium,51.14
Varanasi,Uttar Pradesh,25.293602,82.907463,2024-03-08,70.56,32.3,44.95,10.71,37.85,53.92,0.03,82.51,3,741,89.69,1.51,198,1.48,Medium,40.63
Ranchi,Jharkhand,23.411435,85.29769,2023-07-25,45.69,35.25,43.75,2.29,35.06,89.38,3.66,17.58,3,1562,74.44,0.39,158,0.13,Low,7.01
Coimbatore,Tamil Nadu,11.078874,76.865994,2025-04-24,27.9,13.57,15.22,8.61,29.06,161.71,2.35,25.12,5,2020,81.92,0.58,579,0.96,Low,23.25
Varanasi,Uttar Pradesh,25.344431,83.066557,2023-12-26,75.91,42.02,52.89,10.48,21.04,77.28,0.69,73.66,5,35721,63.58,1.23,14553,46.36,Medium,44.04
Guwahati,Assam,26.142968,91.758557,2025-04-29,155.15,117.59,174.62,5.84,53.02,48.46,0.97,74.46,4,5967,84.88,2.35,6962,40.06,High,61.51
Lucknow,Uttar Pradesh,26.92944,81.039323,2023-07-28,178.68,71.53,95.23,4.18,62.34,125.39,3.07,55.85,6,19,54.12,2.45,6,0.06,Medium,54.7
Jodhpur,Rajasthan,26.229405,73.063215,2025-01-18,214.89,90.96,107.85,7.16,71.47,65.54,0.37,88.62,4,4144,66.95,4.24,4436,71.47,Critical,75.22
Nagpur,Maharashtra,21.063281,79.020088,2024-06-22,83.62,54.05,80.59,2.63,41.74,59.5,0.22,69.64,4,261,80.01,1.46,62,0.11,Medium,36.21
Gwalior,Madhya Pradesh,26.222214,78.10804,2023-08-03,215.1,107.73,150.83,4.4,49.21,29.55,2.47,55.6,4,53,87.62,3.99,56,0.58,High,61.17
Hubli,Karnataka,15.289542,75.124,2023-11-04,104.14,48.37,56.27,4.79,53.73,127.43,0.0,38.13,1,193,41.76,1.18,93,0.15,Medium,40.81
Bareilly,Uttar Pradesh,28.275204,75.348991,2025-09-02,94.61,47.72,63.98,3.21,44.82,336.63,0.28,37.95,4,7852,87.66,0.38,1097,1.67,Low,22.7
Coimbatore,Tamil Nadu,11.088465,76.902318,2024-09-26,54.07,17.46,23.13,4.46,29.79,66.91,3.72,56.87,3,278,83.75,0.72,38,0.1,Low,27.28
Thiruvananthapuram,Kerala,8.446454,76.948628,2023-05-06,74.09,23.29,27.72,3.01,26.97,138.11,0.63,87.07,3,192,61.08,1.1,42,0.14,Low,19.82
Varanasi,Uttar Pradesh,25.302039,82.964872,2024-09-18,147.69,58.8,71.86,2.68,54.44,67.91,2.0,71.15,5,15304,54.16,1.28,4384,5.93,Medium,38.08
Srinagar,Jammu and Kashmir,34.108189,74.855004,2025-04-29,25.18,16.19,22.97,1.57,33.37,62.32,8.19,51.66,6,388,66.1,0.39,73,0.04,Low,8.38
Raipur,Chhattisgarh,21.26026,81.585819,2024-02-05,65.37,50.22,56.13,3.14,41.05,14.62,0.62,70.97,2,124,81.64,0.51,13,0.03,Low,30.88
Bangalore,Karnataka,12.972561,77.506002,2024-08-31,208.69,85.32,126.1,8.12,54.84,107.76,4.18,61.08,1,11117,87.08,3.62,12865,179.41,High,65.35
Bareilly,Uttar Pradesh,28.39029,75.470344,2023-12-16,116.3,37.06,50.81,4.83,42.38,77.1,0.0,55.37,3,10350,88.54,2.28,6228,48.83,Medium,51.66
Nashik,Maharashtra,19.901752,73.759651,2023-10-29,67.63,23.74,31.75,5.15,26.08,141.2,1.32,91.93,4,4964,49.64,0.95,827,3.04,Low,24.39
Chandigarh,Chandigarh,30.826428,76.81612,2023-08-30,43.25,32.59,42.98,6.15,31.35,89.46,2.2,36.94,1,138,84.04,0.99,28,0.04,Low,17.19
Howrah,West Bengal,22.679952,88.242303,2024-07-12,78.09,43.29,62.78,7.14,34.98,345.74,1.34,78.79,3,58,85.5,0.83,5,0.01,Low,32.01
Indore,Madhya Pradesh,22.656385,75.879681,2023-03-02,128.37,53.16,75.9,6.47,44.69,63.32,4.05,78.69,2,6590,58.36,0.83,1879,5.12,Medium,38.62
Rajkot,Gujarat,22.36305,70.781562,2025-01-14,99.26,50.69,67.76,9.9,34.05,87.0,2.89,7.31,7,51,59.77,1.13,8,0.03,Low,29.08
Vadodara,Gujarat,22.282997,73.22077,2024-10-29,60.13,24.95,28.19,4.07,25.41,64.78,1.72,51.74,1,92,51.26,1.04,10,0.02,Low,30.95
Raipur,Chhattisgarh,21.347766,81.635727,2025-09-16,66.22,26.18,33.56,1.69,34.47,73.68,6.25,50.8,4,179,74.32,0.31,16,0.02,Low,15.16
